EffectiveDate,MeterName,MeterSubCategory,MeterRegion,PerHour,PerMonth
10-Jan-2019,NC12,NC Promo Series Windows,US East 2,1.344,981.12
29-Sep-2019,NV8s v4,NVSv4 Series Windows,EU West,0.475,346.75
17-Aug-2017,M64s Low Priority,MS Series,EU West,1.867,1362.91
30-Sep-2015,D1/DS1,D/DS Series Windows,US East,0.14,102.2
31-May-2018,D11/DS11,D/DS Series,US East,0.193,140.89000000000001
31-Jul-2019,E64i v3/E64is v3,Ev3/ESv3 Series,AP East,4.81,3511.2999999999997
30-Apr-2019,NC12s v3,NCSv3 Series Windows,EU West,8.198,5984.54
30-Dec-2018,HC44rs,HCS Series Windows,US East 2,2.596,1895.0800000000002
30-Nov-2017,A2 Low Priority,A Series Basic Windows,US East,0.0532,38.836
09-Aug-2018,ND40s v2,NDSv2 Series Windows,AP East,30.125,21991.25
31-Oct-2018,B8ms,BS Series,EU West,0.384,280.32
28-Feb-2019,D3 v2/DS3 v2 Low Priority,Dv2/DSv2 Series Windows,AP East,0.267,194.91000000000003
31-Jul-2017,F72s v2,FSv2 Series Windows,EU West,6.662,4863.26
27-Feb-2019,M416s v2,MSv2 Series Windows,US East 2,68.716,50162.67999999999
31-Oct-2018,B2s,BS Series,US East 2,0.0416,30.368
31-Dec-2016,M128s,MS Series Windows,US East 2,19.226,14034.98
26-Apr-2018,M8ms Low Priority,MS Series,US East,0.3073,224.329
28-Feb-2017,A4 Low Priority,A Series,EU West,0.096,70.08
31-Dec-2018,E16 v3/E16s v3,Ev3/ESv3 Series,EU North,1.128,823.4399999999999
28-Feb-2017,G3/GS3 Low Priority,G/GS Series,EU West,0.56,408.8
08-May-2019,B20ms,BS Series Windows,AP Southeast,1.136,829.28
17-Aug-2017,M128s Low Priority,MS Series,EU West,3.735,2726.5499999999997
28-Feb-2019,F8/F8s Low Priority,F/FS Series Windows,AP East,0.414,302.21999999999997
30-Nov-2019,E48a v4/E48as v4 Low Priority,Eav4/Easv4 Series Windows,US East 2,2.093,1527.8899999999999
31-May-2018,D13/DS13,D/DS Series,EU West,0.885,646.05
31-Mar-2017,E4 v3/E4s v3 Low Priority,Ev3/ESv3 Series Windows,EU West,0.202,147.46
31-Mar-2017,A2m v2 Low Priority,Av2 Series Windows,EU West,0.075,54.75
28-Feb-2017,D1 v2/DS1 v2 Low Priority,Dv2/DSv2 Series,EU North,0.013,9.49
31-Oct-2016,A2 v2,Av2 Series Windows,US East,0.136,99.28
07-Apr-2019,M416ms v2 Low Priority,MSv2 Series,AP Southeast,25.779,18818.67
14-Nov-2018,L80s v2 Low Priority,LSv2 Series,US East 2,1.248,911.04
03-Feb-2017,F4/F4s,F/FS Series,AP East,0.289,210.97
30-Apr-2019,HB60rs,HBS Series,EU West,2.964,2163.72
26-Apr-2018,M16ms,MS Series,AP Southeast,4.4559,3252.807
08-May-2019,B20ms,BS Series,AP Southeast,1.056,770.88
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series Windows,US East,3.61,2635.2999999999997
31-Mar-2017,A8 v2 Low Priority,Av2 Series,AP Southeast,0.083,60.59
26-Apr-2018,M32s,MS Series Windows,AP Southeast,6.3078,4604.694
31-Oct-2013,A1,A Series,AP East,0.06,43.8
28-Feb-2017,D5 v2/DS5 v2 Low Priority,Dv2/DSv2 Series,EU West,0.217,158.41
31-May-2018,NC24R,NC Series Windows,US East 2,4.77,3482.1
31-Aug-2018,D11 v2/DS11 v2 - Expired,Dv2/DSv2 Promo Series,EU West,0.19,138.7
31-Oct-2016,A4m v2,Av2 Series,EU West,0.26,189.8
28-Feb-2017,D14 v2/DS14 v2 Low Priority,Dv2/DSv2 Series,EU West,0.304,221.92
28-Feb-2017,A4 Low Priority,A Series,US East,0.096,70.08
02-Nov-2017,L32s Low Priority,LS Series Windows,AP Southeast,1.786,1303.78
31-Mar-2017,L8s,LS Series Windows,AP Southeast,1.116,814.6800000000001
02-Nov-2017,F1/F1s Low Priority,F/FS Series,AP East,0.014,10.22
31-Jul-2019,NV48s v3,NVSv3 Series,EU West,5.7,4161
31-Aug-2018,D5 v2/DS5 v2 - Expired,Dv2/DSv2 Promo Series,US East 2,0.916,668.6800000000001
20-Apr-2017,D14 v2/DS14 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East 2,1.944,1419.12
10-Jan-2019,NC24r,NC Promo Series,AP Southeast,2.558,1867.34
31-Jul-2018,NC6s v3 Low Priority,NCSv3 Series Windows,US East,1.3712,1000.976
03-May-2016,H16,H Series Windows,US East,3.508,2560.84
30-Apr-2017,A7 Low Priority,A Series Windows,AP Southeast,0.512,373.76
10-Jan-2019,NV6,NV Promo Series Windows,EU West,1.095,799.35
30-Nov-2019,D64a v4/D64as v4 Low Priority,Dav4/Dasv4 Series Windows,AP Southeast,2.714,1981.22
10-Jan-2019,H16r,H Promo Series,AP Southeast,1.22,890.6
31-Jul-2019,D64 v3/D64s v3,Dv3/DSv3 Series Windows,AP East,7.168,5232.64
31-Jul-2017,F64s v2,FSv2 Series Windows,EU West,5.922,4323.0599999999995
30-Apr-2019,M32ls,MS Series Windows,EU North,4.655,3398.15
30-Nov-2017,A0 Low Priority,A Series Basic Windows,EU West,0.0072,5.256
30-Apr-2017,A7 Low Priority,A Series Windows,EU North,0.48,350.4
31-Mar-2017,A8 v2 Low Priority,Av2 Series,US East 2,0.08,58.4
31-May-2018,F8s v2 Low Priority,FSv2 Series Windows,US East 2,0.26,189.8
31-Mar-2019,D4 v2/DS4 v2 Low Priority,Dv2/DSv2 Series Windows,EU North,0.372,271.56
27-Feb-2019,M416ms v2,MSv2 Series Windows,EU West,148.03,108061.9
30-Nov-2019,E16a v4/E16as v4 Low Priority,Eav4/Easv4 Series Windows,US East,0.698,509.53999999999996
30-Apr-2018,NC6s v3,NCSv3 Series,US East,3.06,2233.8
16-Jun-2017,D64 v3/D64s v3,Dv3/DSv3 Series,AP Southeast,4,2920
10-Jan-2019,NC12,NC Promo Series,AP Southeast,1.162,848.26
31-Jul-2019,NV12s v3,NVSv3 Series Windows,EU North,1.762,1286.26
30-Nov-2019,E8a v4/E8as v4,Eav4/Easv4 Series,EU North,0.564,411.71999999999997
31-Jul-2017,F8s v2,FSv2 Series Windows,AP Southeast,0.706,515.38
10-Jan-2019,H16,H Promo Series,EU North,1.165,850.45
30-Apr-2019,M16ms Low Priority,MS Series Windows,EU North,1.931,1409.63
10-Jan-2019,NC24r,NC Promo Series,EU West,2.265,1653.45
02-Nov-2017,D32 v3/D32s v3 Low Priority,Dv3/DSv3 Series,EU West,0.384,280.32
31-May-2018,D2 v3/D2s v3,Dv3/DSv3 Series,US East 2,0.096,70.08
31-Jan-2016,D14 v2/DS14 v2,Dv2/DSv2 Series,EU North,1.482,1081.86
31-Jul-2017,F4s v2,FSv2 Series Windows,AP Southeast,0.353,257.69
29-Jan-2018,F16s v2 Low Priority,FSv2 Series,AP East,0.157,114.61
30-Apr-2019,M32ls,MS Series Windows,EU West,4.909,3583.5699999999997
31-Jul-2019,E4 v3/E4s v3 Low Priority,Ev3/ESv3 Series Windows,AP East,0.207,151.10999999999999
30-Apr-2019,NC24s v3,NCSv3 Series Windows,AP Southeast,18.04,13169.199999999999
30-Apr-2017,D5 v2/DS5 v2 Low Priority,Dv2/DSv2 Series Windows,US East,0.806,588.38
30-Nov-2019,D32a v4/D32as v4,Dav4/Dasv4 Series,EU West,1.84,1343.2
28-Feb-2017,D13 v2/DS13 v2 Low Priority,Dv2/DSv2 Series,EU West,0.152,110.96
30-Apr-2019,NC24s v3,NCSv3 Series,EU West,15.292,11163.16
30-Nov-2017,A3 Low Priority,A Series Basic Windows,AP East,0.1392,101.616
26-Apr-2018,M64ls Low Priority,MS Series Windows,EU North,2.37973,1737.2029
31-Jul-2019,E2 v3/E2s v3,Ev3/ESv3 Series Windows,AP East,0.259,189.07
31-Aug-2016,D11 v2/DS11 v2,Dv2/DSv2 Series,EU West,0.19,138.7
31-Oct-2017,NV24,NV Series,EU North,4.84,3533.2
30-Nov-2019,E64a v4/E64as v4 Low Priority,Eav4/Easv4 Series Windows,US East 2,2.79,2036.7
31-May-2018,E2 v3/E2s v3 Low Priority,Ev3/ESv3 Series Windows,US East 2,0.09,65.7
31-Jul-2019,B1ls,BS Series,AP East,0.0073,5.329
03-Feb-2017,F1/F1s,F/FS Series Windows,EU West,0.103,75.19
31-Oct-2016,A1 v2,Av2 Series Windows,EU North,0.062,45.26
30-Nov-2019,D48a v4/D48as v4 Low Priority,Dav4/Dasv4 Series,US East 2,0.461,336.53000000000003
31-May-2018,NC24 Low Priority,NC Series Windows,US East 2,1.734,1265.82
31-Jul-2019,E48 v3/E48s v3 Low Priority,Ev3/ESv3 Series,AP East,0.802,585.46
31-Aug-2015,A10,A Series,EU North,0.78,569.4
31-May-2015,G1/GS1,G/GS Series Windows,AP Southeast,0.73,532.9
31-May-2018,D12 v2/DS12 v2 Low Priority,Dv2/DSv2 Series Windows,US East,0.211,154.03
30-Nov-2019,E4a v4/E4as v4 Low Priority,Eav4/Easv4 Series Windows,US East,0.174,127.02
30-Nov-2017,A4 Low Priority,A Series Basic,EU West,0.0816,59.568000000000005
28-Feb-2017,G3/GS3 Low Priority,G/GS Series,AP Southeast,0.528,385.44
30-Apr-2017,D4/DS4 Low Priority,D/DS Series Windows,EU West,0.475,346.75
31-Jul-2019,D48 v3/D48s v3 Low Priority,Dv3/DSv3 Series,AP East,0.634,462.82
30-Nov-2016,NC6,NC Series,AP Southeast,1.321,964.3299999999999
30-Nov-2017,A2 Low Priority,A Series Basic,AP Southeast,0.019,13.87
30-Nov-2019,D2a v4/D2as v4 Low Priority,Dav4/Dasv4 Series,EU North,0.0214,15.622
31-Mar-2017,A1 v2 Low Priority,Av2 Series Windows,US East,0.026,18.98
31-Mar-2019,D2 v2/DS2 v2 Low Priority,Dv2/DSv2 Series,AP Southeast,0.0316,23.068
31-Jul-2019,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series,AP East,0.267,194.91000000000003
30-Nov-2019,E64a v4/E64as v4,Eav4/Easv4 Series Windows,EU West,7.808,5699.84
09-Oct-2019,E96a v4/E96as v4,Eav4/Easv4 Series Windows,US East 2,10.464,7638.72
02-Nov-2017,H16 Low Priority,H Series Windows,AP Southeast,1.402,1023.4599999999999
31-Dec-2016,M64ms,MS Series,EU West,14.472,10564.56
26-Apr-2018,M32ts,MS Series,US East,2.707,1976.11
30-Nov-2019,D48a v4/D48as v4 Low Priority,Dav4/Dasv4 Series,AP Southeast,0.576,420.47999999999996
10-Dec-2018,M128s Low Priority,MS Series Windows,AP East,12.615,9208.95
30-Nov-2019,E20a v4/E20as v4 Low Priority,Eav4/Easv4 Series Windows,US East 2,0.872,636.56
31-Oct-2018,B2s,BS Series Windows,EU West,0.056,40.88
31-May-2018,E8 v3/E8s v3,Ev3/ESv3 Series,US East 2,0.532,388.36
30-Apr-2017,A5 Low Priority,A Series Windows,AP East,0.144,105.11999999999999
31-Jul-2019,E8 v3/E8s v3,Ev3/ESv3 Series,AP East,0.668,487.64000000000004
30-Nov-2019,D4a v4/D4as v4 Low Priority,Dav4/Dasv4 Series,AP Southeast,0.048,35.04
26-Apr-2018,M16ms,MS Series Windows,US East 2,4.2138,3076.074
09-Aug-2018,M32ls,MS Series Windows,AP East,6.1495,4489.135
28-Feb-2017,D11 v2/DS11 v2 Low Priority,Dv2/DSv2 Series,EU North,0.037,27.009999999999998
30-Apr-2018,NC24s v3,NCSv3 Series,US East,12.24,8935.2
28-Feb-2017,A5 Low Priority,A Series,US East 2,0.044,32.12
02-Nov-2017,H16r Low Priority,H Series Windows,AP Southeast,1.5,1095
30-Jun-2019,PB6s,PB Series,AP Southeast,1.079,787.67
30-Nov-2019,E4a v4/E4as v4 Low Priority,Eav4/Easv4 Series Windows,AP Southeast,0.195,142.35
31-Mar-2019,D2/DS2 Low Priority,D/DS Series,US East,0.0308,22.484
30-Apr-2014,A5,A Series,AP East,0.294,214.61999999999998
29-Feb-2020,HC44rs Low Priority,HCS Series Windows,AP Southeast,2.457,1793.61
31-Oct-2016,A4m v2,Av2 Series Windows,US East,0.36,262.8
31-Jan-2016,D2 v2/DS2 v2,Dv2/DSv2 Series,AP East,0.214,156.22
26-Apr-2018,M16ms,MS Series Windows,EU West,5.443,3973.39
07-Apr-2019,M208ms v2 Low Priority,MSv2 Series Windows,AP Southeast,27.03,19731.9
31-Mar-2019,D13/DS13 Low Priority,D/DS Series,EU North,0.154,112.42
27-Feb-2019,M416ms v2,MSv2 Series,EU North,118.98,86855.40000000001
31-Mar-2019,M128s,MS Series,EU West,18.673,13631.289999999999
31-Mar-2019,M128s,MS Series,AP Southeast,19.34,14118.2
31-Dec-2018,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series Windows,US East,0.349,254.76999999999998
14-Dec-2017,D2 v3/D2s v3,Dv3/DSv3 Series,EU North,0.107,78.11
30-Nov-2019,E64a v4/E64as v4,Eav4/Easv4 Series,EU North,4.512,3293.7599999999998
31-Aug-2018,D13 v2/DS13 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East 2,0.972,709.56
10-Jan-2019,H16m,H Promo Series Windows,AP Southeast,2.222,1622.06
31-Dec-2018,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series,EU North,0.226,164.98000000000002
31-Mar-2017,A2 v2 Low Priority,Av2 Series,AP East,0.021,15.33
26-Apr-2018,M16s,MS Series Windows,EU West,4.0778,2976.794
10-Jan-2019,NV24,NV Promo Series Windows,AP Southeast,4.919,3590.87
31-May-2018,D4 v2/DS4 v2,Dv2/DSv2 Series Windows,AP Southeast,1.159,846.07
02-Dec-2019,Type 2 HM,MSv2 Series Dedicated Host,AP Southeast,141.78,103499.4
26-Apr-2018,M32ms Low Priority,MS Series,AP Southeast,1.7823,1301.079
31-Mar-2017,A1 v2 Low Priority,Av2 Series,AP East,0.01,7.3
02-Nov-2017,L8s Low Priority,LS Series Windows,EU West,0.445,324.85
30-Apr-2017,D2/DS2 Low Priority,D/DS Series Windows,US East 2,0.104,75.92
29-Feb-2016,D15 v2/DS15 v2,Dv2/DSv2 Series,AP East,2.294,1674.6200000000001
31-Oct-2018,B1s,BS Series,AP Southeast,0.0132,9.636
30-Nov-2019,D64a v4/D64as v4,Dav4/Dasv4 Series Windows,AP Southeast,6.784,4952.32
26-Apr-2018,M32ms Low Priority,MS Series,US East,1.2292,897.316
31-May-2018,F32s v2,FSv2 Series,US East 2,1.353,987.6899999999999
31-Mar-2017,NV12 Low Priority,NV Series,EU West,0.546,398.58000000000004
29-Jan-2018,F32s v2 Low Priority,FSv2 Series Windows,AP East,1.1288,824.024
31-Mar-2017,H8 Low Priority,H Series Windows,EU North,0.605,441.65
28-Feb-2017,D14/DS14 Low Priority,D/DS Series,EU North,0.308,224.84
31-Dec-2018,E16 v3/E16s v3,Ev3/ESv3 Series Windows,EU North,1.864,1360.72
31-Oct-2016,A1 v2,Av2 Series,EU West,0.041,29.93
30-Apr-2017,D14/DS14 Low Priority,D/DS Series Windows,AP Southeast,0.979,714.67
31-May-2018,NC12,NC Series Windows,US East 2,2.168,1582.64
31-Mar-2019,B1ls,BS Series,AP Southeast,0.0066,4.818
31-Oct-2018,F64s v2 Low Priority,FSv2 Series,AP Southeast,0.627,457.71
10-Oct-2018,DC4s,DCS Series Windows,EU West,0.606,442.38
28-Feb-2019,F4/F4s Low Priority,F/FS Series Windows,AP East,0.207,151.10999999999999
31-Mar-2019,M16s Low Priority,MS Series,US East 2,0.477,348.21
31-Jul-2019,B1ms,BS Series,AP East,0.0292,21.316
31-May-2018,D16 v3/D16s v3 Low Priority,Dv3/DSv3 Series Windows,US East,0.602,439.46
08-May-2019,B16ms,BS Series Windows,US East,0.73,532.9
31-Mar-2017,A4m v2 Low Priority,Av2 Series,EU North,0.058,42.34
31-Jan-2016,D3 v2/DS3 v2,Dv2/DSv2 Series,AP East,0.428,312.44
30-Nov-2019,E32a v4/E32as v4 Low Priority,Eav4/Easv4 Series Windows,EU West,1.562,1140.26
10-Jan-2019,H16m,H Promo Series,AP Southeast,1.486,1084.78
28-Feb-2017,D3/DS3 Low Priority,D/DS Series,EU North,0.058,42.34
03-May-2016,H8m,H Series Windows,EU North,2.027,1479.71
30-Apr-2017,D2/DS2 Low Priority,D/DS Series Windows,AP East,0.148,108.03999999999999
30-Nov-2017,H16m Low Priority,H Series,EU West,0.553,403.69000000000005
30-Nov-2019,D32a v4/D32as v4 Low Priority,Dav4/Dasv4 Series Windows,EU West,1.325,967.25
31-Oct-2018,B4ms,BS Series Windows,AP Southeast,0.227,165.71
10-Jan-2019,H16,H Promo Series Windows,EU North,1.901,1387.73
31-Aug-2016,D14 v2/DS14 v2,Dv2/DSv2 Series Windows,AP Southeast,2.363,1724.99
31-Jul-2019,NV24s v3,NVSv3 Series Windows,US East,3.384,2470.3199999999997
26-Apr-2018,M32ms Low Priority,MS Series,EU West,1.7209,1256.257
29-Jan-2018,ND12s Low Priority,NDS Series,EU West,1.0732,783.4359999999999
14-Dec-2017,D64 v3/D64s v3,Dv3/DSv3 Series,US East,3.072,2242.56
28-Feb-2019,F1/F1s Low Priority,F/FS Series,AP Southeast,0.0115,8.395
03-May-2016,H16m,H Series Windows,EU North,4.053,2958.69
30-Apr-2019,NC24s v2 Low Priority,NCSv2 Series Windows,AP Southeast,5.727,4180.71
30-Apr-2017,A9 Low Priority,A Series Windows,EU West,1.242,906.66
28-Feb-2019,F8/F8s Low Priority,F/FS Series,US East 2,0.0796,58.108000000000004
28-Feb-2017,A11 Low Priority,A Series,EU North,0.312,227.76
28-Feb-2019,F8/F8s Low Priority,F/FS Series,EU North,0.0905,66.065
31-Aug-2018,D12 v2/DS12 v2 - Expired,Dv2/DSv2 Promo Series,US East 2,0.299,218.26999999999998
31-May-2018,F4/F4s Low Priority,F/FS Series Windows,US East 2,0.153,111.69
31-Aug-2018,D11 v2/DS11 v2 - Expired,Dv2/DSv2 Promo Series Windows,EU North,0.243,177.39
31-May-2018,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series,US East 2,0.106,77.38
26-Apr-2018,M16s,MS Series Windows,US East,3.123,2279.79
31-Mar-2019,M32ms Low Priority,MS Series Windows,EU North,3.863,2819.99
10-Dec-2018,M8ms Low Priority,MS Series Windows,AP East,1.399,1021.27
31-Mar-2019,D12 v2/DS12 v2 Low Priority,Dv2/DSv2 Series Windows,EU North,0.194,141.62
14-Nov-2018,L80s v2,LSv2 Series Windows,US East 2,9.92,7241.6
30-Nov-2014,A4,A Series Windows,EU North,0.72,525.6
31-Jul-2019,E32 v3/E32s v3,Ev3/ESv3 Series Windows,AP East,4.144,3025.12
30-Apr-2017,A1 Low Priority,A Series Windows,US East,0.036,26.279999999999998
08-May-2019,B16ms,BS Series Windows,EU West,0.832,607.36
31-Mar-2017,H16mr Low Priority,H Series Windows,EU North,1.783,1301.59
30-Nov-2019,D4a v4/D4as v4,Dav4/Dasv4 Series Windows,EU North,0.398,290.54
31-Jul-2019,B20ms,BS Series,AP East,1.168,852.64
30-Nov-2019,E64a v4/E64as v4 Low Priority,Eav4/Easv4 Series,US East 2,0.806,588.38
16-Nov-2017,NC24rs v2,NCSv2 Series,US East,9.108,6648.84
28-Feb-2017,D1/DS1 Low Priority,D/DS Series,US East 2,0.013,9.49
31-Jul-2018,NC6s v3 Low Priority,NCSv3 Series,US East 2,0.612,446.76
30-Apr-2014,A6,A Series,AP Southeast,0.54,394.20000000000005
31-Mar-2019,M64ms Low Priority,MS Series Windows,EU West,7.602,5549.46
03-May-2016,H16mr,H Series Windows,US East,5.169,3773.37
09-Aug-2018,ND40s v2 Low Priority,NDSv2 Series,US East,2.448,1787.04
29-Jan-2018,F2s v2 Low Priority,FSv2 Series,AP East,0.0196,14.308
30-Sep-2015,D4/DS4,D/DS Series,US East,0.616,449.68
30-Apr-2014,A7,A Series,US East 2,0.88,642.4
31-Aug-2018,D4 v2/DS4 v2 - Expired,Dv2/DSv2 Promo Series,EU North,0.527,384.71000000000004
30-Dec-2019,NV16s v4 Low Priority,NVSv4 Series,US East,0.0932,68.036
31-Jul-2019,B16ms,BS Series Windows,AP East,0.998,728.54
31-Jan-2016,D14 v2/DS14 v2,Dv2/DSv2 Series,US East,1.482,1081.86
31-Mar-2017,H8 Low Priority,H Series Windows,EU West,0.682,497.86
10-Jan-2019,Fsv2 Type2,FSv2 Series Dedicated Host,US East,3.366,2457.1800000000003
02-Nov-2017,D4 v3/D4s v3 Low Priority,Dv3/DSv3 Series Windows,EU West,0.17,124.10000000000001
30-Nov-2019,D16a v4/D16as v4 Low Priority,Dav4/Dasv4 Series,EU North,0.171,124.83000000000001
31-Mar-2019,D12/DS12 Low Priority,D/DS Series,EU West,0.0885,64.60499999999999
31-Aug-2016,D1 v2/DS1 v2,Dv2/DSv2 Series,US East 2,0.057,41.61
30-Sep-2015,D3/DS3,D/DS Series,AP East,0.451,329.23
26-Apr-2018,M32ms,MS Series Windows,US East 2,8.4276,6152.148
26-Apr-2018,M32ls Low Priority,MS Series,EU West,0.68952,503.3496
31-May-2018,D64 v3/D64s v3 Low Priority,Dv3/DSv3 Series,US East 2,0.614,448.21999999999997
31-Mar-2017,A4 v2 Low Priority,Av2 Series,AP East,0.044,32.12
30-Nov-2019,E20a v4/E20as v4 Low Priority,Eav4/Easv4 Series Windows,EU West,0.976,712.48
31-Jul-2019,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series,AP East,0.134,97.82000000000001
30-Nov-2016,D5 v2/DS5 v2,Dv2/DSv2 Series Windows,US East,2.016,1471.68
30-Nov-2019,E20a v4/E20as v4,Eav4/Easv4 Series,US East 2,1.26,919.8
27-Feb-2019,M416ms v2 Low Priority,MSv2 Series,EU West,25.779,18818.67
31-Jul-2019,NV48s v3 Low Priority,NVSv3 Series Windows,EU West,3.1632,2309.136
09-Oct-2019,E96a v4/E96as v4 Low Priority,Eav4/Easv4 Series,EU West,1.459,1065.0700000000002
31-Mar-2017,H16 Low Priority,H Series Windows,EU West,1.364,995.72
29-Jan-2018,NV12 Low Priority,NV Series,US East 2,0.4808,350.984
31-Jul-2019,D32 v3/D32s v3 Low Priority,Dv3/DSv3 Series,AP East,0.422,308.06
31-Oct-2018,F8s v2,FSv2 Series,AP Southeast,0.392,286.16
31-May-2018,D13/DS13 Low Priority,D/DS Series,US East 2,0.139,101.47000000000001
30-Apr-2017,A7 Low Priority,A Series Windows,AP East,0.576,420.47999999999996
31-Dec-2014,A3,A Series Basic Windows,AP East,0.348,254.04
30-Nov-2019,D64a v4/D64as v4,Dav4/Dasv4 Series Windows,EU North,6.368,4648.64
31-Mar-2017,A8m v2 Low Priority,Av2 Series Windows,EU West,0.331,241.63000000000002
31-Mar-2019,D2 v2/DS2 v2 Low Priority,Dv2/DSv2 Series Windows,EU West,0.107,78.11
31-Jul-2019,E32 v3/E32s v3,Ev3/ESv3 Series,AP East,2.672,1950.5600000000002
31-May-2018,ND24s,NDS Series Windows,US East,9.972,7279.5599999999995
30-Jun-2019,PB6s,PB Series Windows,AP Southeast,1.438,1049.74
31-May-2018,D5 v2/DS5 v2,Dv2/DSv2 Series,EU North,1.053,768.6899999999999
31-Jul-2019,D48 v3/D48s v3,Dv3/DSv3 Series Windows,AP East,5.376,3924.48
31-Aug-2018,D12 v2/DS12 v2 - Expired,Dv2/DSv2 Promo Series,US East,0.371,270.83
28-Feb-2019,F8s v2 Low Priority,FSv2 Series,US East,0.0677,49.421
27-Feb-2019,M208ms v2,MSv2 Series,EU West,58.006,42344.38
30-Nov-2017,H8m Low Priority,H Series,EU West,0.277,202.21
31-Jul-2017,F2s v2,FSv2 Series Windows,US East,0.163,118.99000000000001
16-Nov-2017,ND24rs,NDS Series Windows,US East,10.971,8008.83
31-Oct-2018,F2s v2 Low Priority,FSv2 Series,AP Southeast,0.0196,14.308
31-Dec-2014,A4,A Series Basic,US East 2,0.352,256.96
31-Dec-2018,E20 v3/E20s v3 Low Priority,Ev3/ESv3 Series,EU North,0.282,205.85999999999999
26-Apr-2018,M64ls,MS Series Windows,AP Southeast,9.442,6892.66
30-Sep-2015,D4/DS4,D/DS Series,AP East,0.902,658.46
30-Dec-2018,HB60rs,HBS Series,US East 2,1.14,832.1999999999999
31-Dec-2018,E32 v3/E32s v3,Ev3/ESv3 Series Windows,US East,3.488,2546.24
31-Aug-2018,D12 v2/DS12 v2 - Expired,Dv2/DSv2 Promo Series,EU West,0.379,276.67
31-May-2018,D12/DS12 Low Priority,D/DS Series Windows,US East 2,0.194,141.62
08-May-2019,L48s v2,LSv2 Series Windows,AP Southeast,6.696,4888.08
10-Jan-2019,NC6,NC Promo Series Windows,EU North,0.704,513.92
10-Jan-2019,NC24r,NC Promo Series,EU North,1.882,1373.86
26-Apr-2018,M8ms Low Priority,MS Series,EU North,0.3688,269.224
30-Nov-2019,E16a v4/E16as v4 Low Priority,Eav4/Easv4 Series Windows,US East 2,0.698,509.53999999999996
30-Sep-2015,D3/DS3,D/DS Series Windows,AP Southeast,0.644,470.12
28-Feb-2017,D11 v2/DS11 v2 Low Priority,Dv2/DSv2 Series,US East,0.037,27.009999999999998
30-Nov-2014,A2,A Series Windows,AP East,0.18,131.4
29-Sep-2019,NV16s v4,NVSv4 Series,EU West,0.583,425.59
30-Nov-2019,D16a v4/D16as v4,Dav4/Dasv4 Series,AP Southeast,0.96,700.8
30-Nov-2019,E4a v4/E4as v4,Eav4/Easv4 Series Windows,EU West,0.488,356.24
31-Jul-2019,D16 v3/D16s v3 Low Priority,Dv3/DSv3 Series Windows,AP East,0.717,523.41
31-Oct-2016,A4m v2,Av2 Series Windows,AP East,0.567,413.90999999999997
30-Dec-2018,HC44rs Low Priority,HCS Series,US East 2,0.317,231.41
30-Apr-2019,NC6s v3 Low Priority,NCSv3 Series,AP Southeast,0.847,618.31
13-Feb-2018,F2s v2,FSv2 Series,EU North,0.096,70.08
30-Sep-2015,D2/DS2,D/DS Series Windows,US East 2,0.26,189.8
10-Jan-2019,H16r,H Promo Series,US East,1.194,871.62
26-Apr-2018,M64ls,MS Series Windows,EU West,9.442,6892.66
28-Feb-2017,D3 v2/DS3 v2 Low Priority,Dv2/DSv2 Series,AP Southeast,0.063,45.99
31-Dec-2016,M64ms,MS Series,EU North,12.405,9055.65
30-Sep-2015,D12/DS12,D/DS Series,AP East,0.483,352.59
31-Aug-2016,NV12,NV Series,EU West,2.73,1992.9
29-Jan-2018,F72s v2 Low Priority,FSv2 Series,AP East,0.7068,515.9639999999999
31-Dec-2018,E20 v3/E20s v3,Ev3/ESv3 Series Windows,US East,2.18,1591.4
28-Feb-2017,A6 Low Priority,A Series,EU West,0.108,78.84
30-Apr-2017,A4 Low Priority,A Series Windows,EU West,0.288,210.23999999999998
31-Jan-2016,D2 v2/DS2 v2,Dv2/DSv2 Series,US East,0.146,106.58
31-Jul-2019,D8 v3/D8s v3,Dv3/DSv3 Series,AP East,0.528,385.44
27-Feb-2019,M208ms v2 Low Priority,MSv2 Series Windows,US East,21.675,15822.75
31-Mar-2017,A4 v2 Low Priority,Av2 Series Windows,EU West,0.11,80.3
29-Jan-2018,NC24s v2 Low Priority,NCSv2 Series,AP Southeast,2.4306,1774.338
30-Sep-2015,D2/DS2,D/DS Series Windows,AP East,0.37,270.1
30-Jun-2019,Esv3 Type1,ESv3 Series Dedicated Host,US East,3.881,2833.1299999999997
30-Nov-2016,NC24,NC Series Windows,EU West,5.549,4050.7700000000004
